id,text,elite
293576,"Abschließend möchte ich noch sagen: Wir als Union stehen in der Mitte, zwischen der Fraktion, die sagt, der Klimawandel sei nicht menschengemacht, und den Grünen, die nach dem Motto „höher, schneller, weiter“ die Ziele immer weiter hochschrauben und nicht an die Wirtschaft und die Menschen denken.",0
293692,"Aber er zahlt auch keine Abgaben und Umlagen, eigentlich auch richtig.",0
293838,"Diese evolutionäre Entwicklung der Menschheit wollen Sie nun durch eine ökosozialistische Reißbrettgesellschaft ersetzen: erdacht in den Elfenbeintürmen lebensferner, ideologischer Ludditen.",1
294046,"Und niemand ist sich im Ziel einiger, den Klimaleugnern ein Kollektiv der Vernunft und des Verstandes entgegenzustellen, als die demokratischen Fraktionen dieses deutschen Parlamentes jenseits der sogenannten Alternative.",0
294089,"Einen Nutzen haben von dieser Impfung nur die Pharmalobbyisten um Herrn Spahn, meine Damen und Herren.",1
294092,"Wer vor diesem Hintergrund eine massenhafte Impfung von Kindern propagiert, der sollte sich schämen.",0
294526,"Deshalb fand ich es, gelinde gesagt, nicht fair – manche hätten vielleicht gesagt: unverschämt –, uns zu unterstellen, wir wollten den Mittelstand kaputtmachen.",0
294616,"Familie und Kinder, die für viele Grundlage eines glücklichen Lebens sind, werden vom linken Mainstream bekämpft.",1
294767,"Natürlich haben wir in unserem Antrag, der hier jetzt heute zur Abstimmung steht, nicht nur einen sogenannten Stabilisierungszuschuss – aus Steuern finanziert –, sondern einen breiten Maßnahmenmix präsentiert.",0
294800,"Wir haben leider am Kapitalmarkt auch immer wieder die Abteilung Lug und Trug am Werk – in der Vergangenheit die Deutsche Bank oder VW, die 27 Milliarden Euro alleine in den USA an Entschädigungszahlungen verbrannt haben, und das ist noch lange nicht am Ende.",0
294858,"Rot-rot-grüne Politik ist Politik, bei der einfach alle verlieren, meine Damen und Herren!",1
294981,"Das ist unseriös, und das wollen wir den Bürgerinnen und Bürgern hier sagen.",0
294990,"Wir haben im letzten Jahr alle miteinander gemeinsam hier beschlossen, auf die Erhöhung der Diäten zu verzichten, weil sich dieses Land in der schwersten Krise seit dem Zweiten Weltkrieg befindet und weil wir hier solidarisch mit den Arbeitnehmerinnen und Arbeitnehmern waren.",0
295327,"Mir ist egal, ob ich heute schnellen Zuspruch bekomme oder ob es ein schwieriges, ein langes, ein zähes Verhandeln wird, zu dem unser früherer Bundestagspräsident Thierse immer sagte: Demokratie ist halt nicht bunt.",0
295359,"Das Beispiel der Verfassungsänderung von 1994, nach der aus dem Gebot der Gleichberechtigung hinterher dann ein Gebot der Gleichstellung gemacht wurde, also das genaue Gegenteil, hatte ich ja kürzlich schon erwähnt, als wir über die Zusätze sprachen, die viele hier in den Artikel 6 zu den sogenannten Kinderrechten hineinschreiben wollen.",0
295457,"Sich mit Fahnen der Solidarität für die Rechte von Lesben, Schwulen, bi-, trans- und intergeschlechtlichen Menschen zu schmücken, ist doch keine Mode.",0
295614,"Ich sage auch: Das ist eine wunderbare Chance, den Ballast der White House Papers aus der Zeit der unsäglichen Westbalkanpolitik der Trump-Administration endlich über Bord zu werfen und beherzt in einem transatlantischen Ansatz Reformen nach vorne zu bringen.",0
295723,"In dieser multiplen Krise, bei all dem Versagen der politischen Eliten des Landes, ist es notwendig, alles dafür zu tun, dass das Vertrauen der Menschen in die Staatlichkeit wächst.",1
295815,"Bejubelt von einer Bestelljournaille, sogenannten Faktenfindern, NGO- und Stiftungsdemokratie, Zentralen für politische Bildung und auch durch die zum Teil steuergeldfinanzierte Zivilgesellschaft, zwängen Sie zum Zwecke der Demokratieförderung die öffentliche Meinung in den erwünschten Meinungskorridor.",1
295817,"Dieser neuen exklusiven Demokratie scheint jedes Mittel recht zu sein: Demokratiestiftungen, Demokratieprojekte und wohl in Bälde auch Demokratiegesetze.",0
295932,"Mal hier und da ein Projekt zu fördern, reicht nicht aus, um der zunehmenden Verbreitung von Hass und Hetze und antidemokratischen Entwicklungen entgegenzutreten.",0
295972,Wir brauchen endlich auch ein kommunales Wahlrecht für Nicht-EU-Ausländer.,0
296010,"Die allermeisten Bürger drücken diesen Anspruch aber nicht durch eine komplizierte Erörterung von Grundrechten aus, sondern schlicht durch einen Aufkleber „Keine Werbung“.",0
296203,"Und bitte tischen Sie auch nicht immer dieses Märchen auf, dass die Energiewende, die sogenannten Klimamaßnahmen und die umweltschädliche E-Mobilität Deutschlands Wohlstand mehren könnten!",1
296468,"Aber Sie haben es nicht getan – ich glaube, ehrlich gesagt, auch deswegen, weil Sie bei Ihren Tricksereien selber schon den Überblick verloren haben.",1
296699,Mit dem sogenannten jüdischen Bolschewismus wurden die Feindbilder klar umrissen.,0
296782,"Aus der Sicht des Deutschen Reiches war es ein europäischer Kreuzzug gegen den Bolschewismus, mit über 3,5 Millionen Soldaten, darunter 600 000 aus besetzten oder sogenannten verbündeten Staaten, mit über 3 600 Kampfpanzern und unzähligem Leid und Befehlen im Tornister, die auf Vernichtung ausgelegt waren.",0
297001,"Ich erwarte, dass Sie sich gemeinsam mit uns um die Probleme der Menschen kümmern.",0
297031,"Außerdem taucht immer wieder ein Name auf, eine kleine Bude aus der Schweiz, Emix, mit der die Bundesregierung Milliardenverträge geschlossen hat.",0
297054,"In diesen Jahren hatten wir aus der heimischen Bevölkerung, von den sogenannten afghanischen Ortskräften, viel Unterstützung als Kulturvermittler, als Dolmetscher und auch als Dienstleister.",0
297188,"Deshalb haben sich die SPD-Bundestagsfraktion und die SPD dafür eingesetzt, dass Menschen mit Behinderung, Wohnungslose und Grundsicherungsempfänger FFP2-Schutzmasken erhalten.",0
297211,Die SPD macht hier anständig ihren Job.,0
297446,"Damit hat jeder, was er zum Leben braucht. – Und: Andere bezahlen schließlich über ihre Steuern diese Leistungen. – Dieses schräge Bild gegenüber armen Menschen und dem Umgang mit Steuergeldern setzt sich jetzt fort.",0
297594,"Bitte erlauben Sie mir daher an dieser Stelle, mich bei allen Mitgliedern unseres Ausschusses sehr herzlich für die stets kollegiale und vertrauensvolle Zusammenarbeit zu bedanken.",0
297763,"Manches Mal, wenn wir uns am Riemen reißen, wenn wir zusammenarbeiten, dann finden wir Lösungen für diese Probleme dieser Menschen, und die machen oftmals für ihr gesamtes Leben einen ganz elementaren Unterschied.",0
297874,"Denn die Öffentlichkeit hat ein Recht, zu erfahren, dass in Deutschland jedes fünfte Kind in Armut aufwächst, dass 68 Prozent der Alleinerziehenden armutsgefährdet sind, dass überall der Fachkräftemangel beklagt wird, dass wir aber 2,1 Millionen junge Menschen unter 34 haben, die keinen Berufsabschluss haben, dass die Aufstiegschancen in Deutschland schlechter sind als in den 80er-Jahren, dass jeder Fünfte im Niedriglohnsektor arbeitet und dass viele von denen nach Abzug von Miete, Stromkosten, Spritgeld und Kosten des Zoobesuchs für die Kinder weniger in der Tasche haben als einer der rund 2 Millionen ausländischen Hartz-IV-Bezieher, von denen viele nie auch nur einen Cent in unser Sozialsystem eingezahlt haben.",0
297894,"Von Berufs wegen hat der Mann noch nie einen Ziegel in der Hand gehalten, will aber denjenigen, die jeden Tag tausend Ziegel bewegen und die zwei Tonnen Ausgleichsmasse in den vierten Stock tragen, sagen, dass sie länger arbeiten sollen.",0
297939,Das ist nicht die Schuld der Sozialminister.,0
297980,"Jahrzehntelang beschworen FDP-nahe Wirtschaftswissenschaftler den sogenannten Fahrstuhleffekt, der besagt, dass die Wirtschaft nur florieren müsse, und dann würden Arme und Reiche gleichermaßen wie in einem Fahrstuhl nach oben befördert.",0
297998,"Damit haben wir einen Ansatzpunkt für das so notwendige Umsteuern: Millionengewinne, Millionenerbschaften und Millionenvermögen müssen stärker besteuert werden – dann haben wir auch genügend Geld, damit jedes Kind einen guten Start ins Leben hat und damit wir alle, vom Kleinkind bis zum betagten Senior, vor Armut schützen können.",0
298519,"Da ihre Zahl nun wiederum im Vergleich zu den freiwillig Wehrdienstleistenden und Soldaten auf Zeit deutlich geringer ist, entspricht der Status quo bei der Altersbegrenzung dem Grundmodell einer sogenannten Grundbeorderung von sechs Jahren nach dem jeweiligen Dienstzeitende.",0
298543,"Erst privatisieren Sie, dann sparen Sie das Gesundheitswesen kaputt, und dann rufen Sie nach der Bundeswehr.",0
298791,"Wir glauben nämlich, dass beides nur zusammen geht: dass unsere Bevölkerung mit großer Mehrheit eine Asylpolitik unterstützt, die Verfolgten und Kriegsflüchtlingen hilft, aber illegaler Migration einen Riegel vorschieben will.",0
298819,"Sie beginnen schon vielfach, die Forderungen der roten Linken nachzuplappern und kopieren deren Anträge.",0
298901,Dann muss ich mich als Nächstes noch mal über die Grünen wundern.,0
299426,"Das, was ungerecht ist, das ist heute, dass wir nämlich die knappe Ressource Atmosphäre – das Ziel, wie viele Emissionen eigentlich noch gehen für die Klimaziele, unterstützen auch Sie – völlig kostenlos hergeben, die aber massiv, vor allem von den Wohlhabenden, genutzt wird.",0
299557,Wir müssen den „grün“ gelabelten Lebensstil der Stadtbevölkerung mit den Lebensbedingungen und den Produkten des ländlichen Raumes in Einklang bringen.,0
299640,"Wir machen das – das will ich auch sagen – zusammen mit den vielen, vielen liberalen, gut integrierten Muslimen, die unsere Grundwerte in Deutschland teilen, die im Übrigen auch immer wieder Opfer von Bedrohungen durch Islamisten in Deutschland werden.",0
299977,"Verwundert es vor diesem Hintergrund wirklich, dass der Verfassungsschutz heute zunehmend politische Positionen angreift, die noch vor 20 Jahren von der CDU/CSU, als sie noch konservativ waren, vertreten wurden, dass immer mehr Parteien und Bürgerbewegungen, die nicht dem linken Mainstream folgen, in das Fadenkreuz des Inlandsgeheimdienstes geraten?",1
300362,"Es gäbe starke Gewerkschaften, die flächendeckend faire Tarifverträge verhandeln würden, und in der Mehrheit der Betriebe gäbe es Betriebsräte, die auch für mehr Demokratie im Betrieb sorgen würden.",0
300491,"Eine Auswertung des DIW zeigt, dass die Mehrheit der sogenannten systemrelevanten Berufe unterdurchschnittlich bezahlt ist, wenig Anerkennung genießt, dass der Frauenanteil aber durchschnittlich ist.",0
300775,Die Rentnerinnen und Rentner benötigen Vertrauen in die gesetzliche Grundlage ihrer Besteuerung.,0
300807,"Statt solider Politik zum Wohl der Bürger dieses Landes: Auflösung aller Grenzen mit angeblich humanitären Absichten, Freitagsdemos zur Weltenrettung statt Schulunterricht, Kampf der Regierung gegen Meinungsfreiheit und viele andere Grundrechte, Mobilisierung von Parteisoldaten in öffentlichen Ämtern gegen die AfD mit der Verleumdung, eine verfassungswidrige Partei zu sein, Vetternwirtschaft von CDU-Abgeordneten in der Coronakrise, Anmaßung akademischer Grade und eine nie gekannte Staatsschuldenanhäufung.",1
300958,Diese Einspruchslawine war aber für die Bundesregierung kein Anlass zum Tätigwerden.,0
301185,"Da noch von einer zurückhaltenden Genehmigungspraxis zu sprechen, ist schlichtweg verlogen.",0
301209,Die Mehrheit der Bevölkerung in Deutschland – zwei Drittel laut Umfragen – will den Stopp aller Rüstungsexporte.,0
301277,"Sonst wächst das Misstrauen bei Bürgerinnen und Bürgern, und es gibt ein neues Desaster wie beim gescheiterten, untauglichen Atommülllager Gorleben.",0
301303,"Sie bezeichnen uns als Ökostalinisten, Sie stellen uns in die Nähe von Ökoterroristen, Sie nennen uns die Umweltzerstörungspartei, und Sie verwenden noch viele andere Begriffe.",0
301337,Hinter Ihrer gelben Fassade verbirgt sich letztlich nur eine Klientelpartei.,1
301347,"Doch statt die Begründung des Bundesverfassungsgerichts ernst zu nehmen, torpedieren Sie die Steuer mit allen Mitteln.",0
301487,"Es ist zynisch, dass Sie mitten in der Krise einen geeigneten Zeitpunkt für astreine Klientelpolitik sehen.",0
301548,"Es ist maßlos, wenn die Deutsche Bank 3 000 Menschen entlässt und gleichzeitig 29 Prozent mehr Boni auszahlt, 2 Milliarden Euro.",1
301814,"Zur Arroganz gegenüber Russland gehört nicht, die Realität der Autokratie anzusprechen, sondern diese vor den Menschen in Russland zu verschweigen.",0
301878,"Aber schon der erste Satz zeigt, wohin die Reise der Grünen geht.",0
301883,"Der Antrag der Grünen, meine Damen und Herren, ist aus meiner Sicht ein Meisterwerk der Inkompetenz und Heuchelei – nichts anderes!",1
302231,Doch Ihre Politik ist weit weg davon.,0
302334,"Beginnen wir mit den Grünen – ich kann es Ihnen einfach nicht ersparen – und dem Vorstoß mit Vorschlägen von Herrn Habeck, Waffen in die Ukraine zu liefern unter Vernachlässigung aller Grundsätze, dass Waffen nicht in Krisengebiete exportiert werden sollten, schon gar nicht deutsche Waffen 80 Jahre nach dem Überfall auf die Sowjetunion.",0
302350,"Was kümmert mich mein Geschwätz von gestern! – Es gibt sehr klare Richtlinien, dass Waffen nicht in Krisengebiete exportiert werden sollen und die Menschenrechtsfragen eine ganz wesentliche Rolle spielen müssen.",0
302690,"Obwohl Professor Elisa Hoven sowie Professor Michael Kubiciel in ihrem Evaluationsbericht auf zahlreiche Schwächen und Mängel in diesem Gesetz hinwiesen, soll nun lediglich eine einzige inhaltliche Änderung erfolgen, und zwar mit der Einführung einer sogenannten Kronzeugenregelung.",0
302912,"Halten wir also fest: Der ganze Schlamassel, den wir heute beseitigen müssen, war eine Katastrophe mit Ansage und beruhte darauf, dass in einer Regierung unter Kanzlerin Merkel und mit Justizminister Maas verbindliche Normen nicht genau gelesen wurde.",1
303416,"Seine Berichte über Hungerkatastrophen, über fehlendes Wasser, über Instabilität haben mich so sehr berührt, dass ich mich frage, was die größere Katastrophe ist: das Elend, in dem Menschen leben müssen, oder die Gleichgültigkeit im Hinblick auf Menschenrechte in manchen Chefetagen.",0
303580,"Die Banker der Deutschen Bank halfen Spekulanten, die Getreidepreise zu manipulieren, und so wurden die Getreidepreise in astronomische Höhen getrieben.",1
303682,"Die Haftungskaskade, die wir haben, sieht vor, dass Bankengelder die Rettungen vollziehen und auch die Darlehen, die dann vom ESM geleistet werden, durch Bankengelder wieder aufgefüllt werden, nicht durch Steuergelder.",0
303727,Und dafür steht die Union.,0
303879,Sie wollen auch noch Steuern senken und 10 Milliarden Euro über den Soli den richtig Reichen hinterherschießen.,0
303950,"Dass CDU/CSU-Kollegen nach 16 Jahren des Regierens auch heute hier ein Modernisierungsjahrzehnt einfordern, ist ziemlich ulkig, aber auch Ausdruck von kritischer Selbstreflexion.",0
303972,"Gleichzeitig darf der Wohlstand der einen aber nicht auf dem Rücken der anderen aufgebaut werden, die sich mit geringfügiger Beschäftigung als Kuriere, Callcentermitarbeiter ohne Sozialversicherung ihre schmale Existenz sichern müssen.",0
303983,"Die Kleinteiligkeit, in der dieses Hohe Haus, aber auch die Bundesregierung hier tätig werden soll, ist kaum zu überblicken.",0
304121,"Wir können stolz sein, dass wir es heute noch verabschieden werden, Weil es für die Familien mehr Möglichkeiten und mehr Freiheiten schafft.",0
304659,Bekommen haben wir nur die sogenannte Bundesnotbremse aus willkürlich zusammengezimmerten Inzidenzwerten.,0
304798,"Bereits bei der sogenannten Alpha-Variante des Virus, also der britischen Variante B.1.1.7, haben wir gesehen, wozu das Virus fähig ist.",0
304905,"Noch freuen die sich sehr, dass ich jetzt mehr Zeit für sie habe, ich bin gespannt, ob es so bleibt.",0
305079,Profite wurden privatisiert und Risiken sozialisiert.,0
305328,Ich wünsche Ihnen alles Gute für die Zukunft.,0
305964,"Es scheint ja vielen eine ausgemachte Sache zu sein, dass nach der Bundestagswahl im September die CDU den Grünen an die Macht verhelfen wird.",0
307653,"Eine kleine privilegierte Schicht von Günstlingen würde sich die Taschen vollstopfen, während sich die Unternehmen verschulden, die Häuser vergammeln und den Mietern kein Stück geholfen wäre.",0
308080,"Ohne diesen Untersuchungsausschuss wären auch die politischen Tricksereien im CSU-geführten Verkehrsministerium nicht aufgedeckt worden, Tricksereien, um das CSU-Wahlkampf- und Stammtischprojekt Ausländermaut gegen jede Vernunft durchzusetzen.",1
308124,"Das müssen heute die Steuerzahlerinnen und Steuerzahler bitter bezahlen, das hat das Ansehen der Bundesrepublik Deutschland beschädigt, und das sorgt für Politikverdrossenheit überall im Land.",0
308398,"Bedenkenlos missbrauchen Sie die Coronakrise, um diesen Souveränitätstransfer an die EU zu bemänteln, den staatlichen Einfluss auf Wirtschaft und Gesellschaft auszuweiten und den Übergang zu einer gelenkten Klimaschutzplanwirtschaft zu forcieren – auf Kosten der Energiewirtschaft, auf Kosten der Automobilbranche, der Investitionsgüterindustrie, also dort, wo die meisten Arbeitsplätze sind.",1
308484,"Da Sie zu den Impfstoffen eine Bemerkung gemacht haben, möchte auch ich noch etwas dazu sagen.",0
308590,"Keine 1 500 Kilometer von hier entfernt leben Menschen in einem wunderschönen Teil Europas, die davon träumen, dazuzugehören: zu Frieden und zu guten Lebenschancen, zu Europa, zu uns.",0
308831,"Hier brauchen wir eine deutliche Vereinfachung, die zum Ziel haben muss, die Betriebsnachfolger vom gierigen Zugriff des Fiskus freizuhalten.",0
308942,"Was hierbei überhaupt nicht hilft, sind billige Steuersparversprechen und Ausgabenselbstbeschränkungen wie von Ihnen, liebe FDP, und auch zum Teil von Ihrer Wirtschaftszwillingspartei CDU/CSU.",1
309105,War dieser Anschlag vielleicht ein Kollateralschaden unserer Nachrichtendienste?,0
309518,"Und wenn ich manchen mit dem Ruf nach Ordnungspolitik oder vielleicht mit meinen Bedenken gegen die Einschränkung von Bürgerrechten während der Pandemie auf die Nerven gegangen bin, dann kommt das daher, meine Damen und Herren, dass ich vor über 30 Jahren erlebt habe, wie ein Land samt seiner Wirtschaft unterging.",0
309550,"Also, bitte verkackeiern Sie nicht unsere Bürger.",1
309567,"Ihre ökosozialistischen Pläne, die nur mit umerzogenen Menschen funktionieren, machen mir persönlich Angst.",1
309684,"Es muss endlich Schluss damit sein, dass mit Milliarden Euro Steuergeld Lohndumping betrieben wird, meine Damen und Herren.",0
309812,"Der größte Zynismus ist, dass die Mieterinnen und Mieter mit ihrem Mietpreis jetzt auch noch die CO2-Mehrkosten mittragen müssen.",0
310671,"Wir wollen einen Klimaschutz, der Regeln hat, die verständlich sind, der Regeln hat, aus denen sich große Konzerne oder Superreiche nicht rauskaufen können, einen Klimaschutz, der gute Beschäftigung und mehr soziale Gerechtigkeit schafft.",0
310910,"Wir brauchen nicht erst auf den verheerenden neuen EU-Migrationspakt zu warten oder uns der verantwortungsfreien Empfehlung der Fachkommission Fluchtursachen oder der verschiedenen globalen Pakte für Migration oder Flüchtlinge zu erinnern – Pakte, die verdeckt von Deutschland gepusht und entscheidend mitformuliert wurden.",1
311092,"Ich finde, er passt an einem Tag wie diesem, bei unserer letzten flüchtlingspolitischen Debatte hier im Hause in dieser Legislatur, weil er uns daran erinnert, dass wir Demokratinnen und Demokraten hier im Haus eine Verantwortung haben, uns jeglichen zynischen Angriffen auf die Menschlichkeit – auch von Geflüchteten und Schutzsuchenden – bedingungslos entgegenzustellen.",0
311094,"Millionen Menschen haben keine andere Wahl, als zu fliehen.",0
311124,"Er sagt wörtlich: „Die AfD ist keine Alternative, sondern eine Schande für Deutschland.“",0
311165,Im Unterschied zur Union macht die AfD bei dieser Hexenjagd nicht mit.,0
311327,"Während dieser Bericht verfasst wurde, gab es sogenannte Sondererfassungen in Kriminalstatistiken, zum Beispiel hier in Berlin.",0
311385,"Unsere Arbeit hat auch davon gelebt, dass uns Wohlfahrtsverbände, NGOs und Menschen, die außerparlamentarisch arbeiten, mit Sachverstand hier begleitet haben.",0
311773,"Die Bürgerstiftungen überall bei uns im Land zeigen, dass Stiftungen eine Plattform für alle sind, nicht nur für wohlhabende Menschen.",0
311794,"Da sich aber mittlerweile die sogenannte Zivilgesellschaft gar nicht mehr sicher ist, ob und, wenn ja, wie viele Geschlechter es gibt und wer sich wann wie fühlt, bedienen sich dieser Idee nun Ideologen und Queer-Denker – Querdenker hier mit Doppel‑e – der mittlerweile sogenannten geschlechtsneutralen oder gendersensiblen Sprache, einer Sprach- und Schreibmelange, die mehrheitlich zu Miss- und Unverständlichkeiten, zu Sinnlosigkeiten, ja schlichtweg zu falschem Sprachgebrauch führt.",0
311796,"Knapp 60 Prozent der Frauen und sogar eine relative Mehrheit der Grünen, nämlich 48 Prozent, sagen Nein zu Sternchen, Binnen-Is, Doppelpunkten, Schräg- und Unterstrichen und Stotterpausen.",0
311882,"Die Einzigen, die Sprachverbote fordern, sind die AfD und Politiker der CDU.",0
311890,Das war Ihnen bisher wahrscheinlich nicht klar.,0
311918,"In Wirklichkeit ist die Ursache das politische Versagen der jüngsten Geschichte, welches es aufzuarbeiten gilt.",0
311994,"Die Grünenvorsitzende und Kanzlerkandidatin Annalena Baerbock ist während dieser Debatte erst eingetreten, und mit den lauten Rufen von Habeck mit dem Panzerhelm auf dem Kopf nach Panzerlieferungen an die Ukraine klingen die Grünen wie mit ihrer permanenten Hetze gegen Russland und China.",0
312032,"Ich weiß, dass wir auch mit dem sogenannten Berliner Prozess – die Bundeskanzlerin wird, weil Deutschland den Vorsitz dort übernimmt, zum Gipfel am 5. Juli 2021 einladen – weiterhin große Verantwortung für die Zusammenarbeit im westlichen Balkan und zwischen diesen schwierigen Staaten übernehmen.",0
312176,"Unsere Demokratie lebt vom Ausgleich der Interessen aller Deutschen, nicht von Einseitigkeit.",0
312179,"Weil sie mit ihrem Dienst für den Erhalt all dessen sorgen, für das der große Begriff „Deutschland“ steht – für unsere Familien und Freunde, für das Recht und die Freiheit des deutschen Volkes –, gilt mein aufrichtiger Dank allen Soldaten für ihren treuen Dienst.",0
312252,"Die Menschen sind wütend und erschöpft, weil sie ihr tägliches Überleben nicht mehr sichern können, und infolgedessen kam es am 17. Juni 2021 zu einem landesweiten Generalstreik gegen die korrupten und unfähigen Eliten, die sich selbst bereichern und das Land im Chaos versinken lassen.",1
312362,"CDU und CSU haben ihre Zusage widerrufen und sich weggeduckt – einfach nur, weil Immobilienlobbyisten ihre nächsten Freunde sind.",1
312374,"In dem Sinne: Es war mir eine Ehre, „Der Bevölkerung“ dienen zu dürfen.",0
312414,"Auch viele andere Inhaber/‑innen von kleinen Läden haben Angst um ihre Existenz, die sie sich mühsam aufgebaut haben, haben Angst vor einer Mieterhöhung, die sie nicht mehr bezahlen können.",0
312731,"Es ist offensichtlich Ihr Ziel, die Menschen in der EU zu verarmen und damit in die Abhängigkeit von EU-Transferleistungen zu bringen.",1
312736,"Finanziell bedarf es für diese Maßnahmen einer funktionierenden produktiven Marktwirtschaft und keiner sozialistischen Planwirtschaft, wie es uns ein Blick auf all die sozialistischen Umweltsünden weltweit offenbart – oder ein einziger Blick drüben in die Ausstellung der Wismut GmbH, die aufzeigt, wie die DDR ihren „Umweltschutz“ praktiziert hat.",0
312746,"Wie wäre es, wenn man mal jungen deutschen Familien die Milliarden zukommen ließe, die man hier ans Ausland und illegale Eindringlinge veruntreut?",1
312754,Unsere überschuldeten Haushalte stützen mit Milliardentransfers korrupte Regierungen und erzeugen neue Migration.,1
312932,Ihre Untätigkeit mussten in der Pandemie verzweifelte Arbeitnehmer/-innen und Schüler/-innen vor ihren Bildschirmen ausbaden.,1
313114,Ich wurde jüngst in einer Antwort des BMBF zur KI-Strategie mit dem Desaster konfrontiert.,0
313314,"Für kleine Vereine, die Einnahmen von höchstens 45 000 Euro im Jahr haben, haben wir die zeitnahe Mittelverwendung abgeschafft.",0
313354,"Und mein Dank geht auch an all die guten Geister, besonders an meine eigenen Mitarbeiter, die hinter den Kulissen immer dafür sorgen, dass der Parlamentsbetrieb reibungslos läuft.",0
313371,Wir wollen diese starke Zivilgesellschaft!,0
313373,"Übrigens, wir halten das Urteil insofern für wichtig, da klargestellt wird, dass es, was das allgemeinpolitische Mandat betrifft, eine klare Trennung zwischen Parteien, ihrem Verfassungsauftrag und gemeinnützigen Organisationen gibt.",0
313400,"Es gibt die Gewaltenteilung, und über die Gemeinnützigkeit entscheidet nicht Herr Merz, nicht die CDU/CSU und zum Glück auch nicht die AfD. Wenig überraschend hingegen ist, dass AfD, FDP und auch CDU/CSU mit manchen gemeinnützigen Organisationen und Lobbyorganisationen kein Problem haben, zum Beispiel „Stiftung Familienunternehmen“, die mit aggressiven Kampagnen die Interessen der Vermögenden vertreten.",1
313406,"Sie doch Ihren Saustall auf, bevor Sie hier die Zivilgesellschaft angreifen, die einen wichtigen Beitrag leistet für eine funktionierende Demokratie!",0
313498,"2. Verhandlungen und Gespräche mit Volksvertretern und Politikern, mit Journalisten und Vertretern von Behörden und Verbänden, … 8. Schulung, insbesondere von interessierten Politikern, … 10. Organisation von Bürgerbeteiligung insbesondere durch Unterschriftensammlungen oder durch Vorbereitung von Volksbegehren und Volksentscheiden.",0
313504,"Wir Grüne wollen dem Bund der Steuerzahler weder die Gemeinnützigkeit entziehen noch ihm verbieten, auf die Willensbildung in Parlamenten Einfluss zu nehmen.",0
313516,"Sich hier darüber nur zu beklagen, finde ich aber ein bisschen verlogen.",0
313612,"Dass man diesen Organisationen dann aber sagt: „Ihr dürft zwar Interessen vertreten, aber ihr dürft nicht politisch für diese Interessen eintreten“, das ist doch ein ganz großer Irrsinn.",0
313619,Diese jungen Leute haben ein Wertegerüst und stellen sich hin und machen Aktionen wie „Badelatschen statt Springerstiefel“.,0
313621,"Aber genau das macht die Zivilgesellschaft aus, die unsere Demokratie starkmacht, dass wir viele Menschen haben in vielen Vereinen und Verbänden, die sich für unser Gemeinwesen, die sich zum Nutzen unseres Gemeinwesens einsetzen.",0
313718,80 Jahre nach dem Überfall auf die Sowjetunion hat sich Russlands Präsident in der „Zeit“ an die Deutschen gewandt.,0
313722,Unbestritten haben die Soldaten der Roten Armee einen hohen Blutzoll bei der Niederwerfung Nazideutschlands entrichtet.,0
314055,"Kolleginnen und Kollegen, vier Jahre verloren für die Armen in diesem Land.",0
314129,"Ihre Politik, sehr geehrte Frau Bundeskanzlerin, war geprägt von Angst und Wendemanövern – oder sollte ich vielleicht Kipppunkte sagen? –, beispielsweise durch die abrupte Abwendung von der sicheren Energieversorgung nach dem Kernkraftunfall in Fukushima im März 2011.",1
314151,"Und anstelle einmal zu fragen, ob die Bürger die andauernde Veränderung verstehen und, vor allem, ob sie diese überhaupt möchten, pressen Sie uns mehr als ein Jahrzehnt die Zustimmung zu neuen Moralideologien ab, mischen sich in die Innenpolitik oder sogar in die Autonomie souveräner Länder ein und verkaufen dies als Sicherung des Weltfriedens und Verbreitung der Demokratie.",0
314193,"Und um die Bürger wieder stärker an Entscheidungen des Staates zu beteiligen, braucht es in Deutschland viel mehr Elemente direkter Demokratie.",0
314208,"Mit dem Ausbau des Sozialstaates in der Pandemie haben wir etwas für Millionen von Menschen bewirkt, die vielleicht gar nicht mehr daran geglaubt haben, dass man was für sie bewirken will.",0
314746,"Statt die Schuldenbremse aufzugeben, müssen nichtinvestive Ausgaben insbesondere für linke Ideologien drastisch reduziert werden.",0
315100,"Ich will mich an dieser Stelle bedanken bei der Bevölkerung – sie war mein Chef in diesen Jahren –, der ich dienen durfte, bei all den Leuten, die tagtäglich versuchen, sich ihre kleinen Träume zu erfüllen, sich dabei anständig zu verhalten, insbesondere in Hamburg-St.",0
315140,"Die Aufarbeitung des Wirecard-Desasters aber – und das möchte ich noch mal deutlich machen – war für mich ganz persönlich, gerade als einen der nur noch wenigen Unternehmer im Deutschen Bundestag und in der Politik, über die unmittelbare Aufklärung hinaus ein persönliches, wichtiges Anliegen.",0
315807,"Wenn sich nämlich endlich alle angemessen an der Finanzierung beteiligen, auch Spitzenverdienende und diejenigen, die von Mieteinkünften oder Dividenden leben, dann steht auch genug Geld zur Verfügung für eine Vollversicherung in der Pflege, damit Pflegebedarf kein Armutsrisiko mehr ist, Pflegekräfte angemessen bezahlt und die Familien, der billigste Pflegedienst der Nation, entlastet und unterstützt werden können.",0
316011,"Vielleicht wäre es angemessen, wenn die sogenannten Experten außerhalb des Parlaments ebenso wie diejenigen, die ihnen oft eine Bühne geben, einmal innehalten und ihre Fehler reflektieren würden, meine Damen und Herren.",0
